WL[nm]; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL[dB]
1474.620;-4.05;-68.04;-67.82;-67.38;-49.86
1474.630;-4.09;-68.00;-67.79;-67.35;-49.85
1474.640;-4.15;-67.94;-67.73;-67.29;-49.81
1474.650;-4.18;-67.91;-67.70;-67.26;-49.74
1474.660;-4.22;-67.87;-67.66;-67.22;-49.78
1474.670;-4.23;-67.86;-67.65;-67.21;-49.82
1474.680;-4.19;-67.90;-67.68;-67.24;-49.78
1474.690;-4.22;-67.87;-67.66;-67.22;-49.71
1474.700;-4.23;-67.86;-67.65;-67.21;-49.71
1474.710;-4.23;-67.86;-67.65;-67.21;-49.74
1474.720;-4.23;-67.86;-67.65;-67.21;-49.77
1474.730;-4.21;-67.88;-67.67;-67.23;-49.72
1474.740;-4.24;-67.85;-67.64;-67.20;-49.68
1474.750;-4.25;-67.84;-67.63;-67.18;-49.69
1474.760;-4.29;-67.80;-67.59;-67.15;-49.66
1474.770;-4.32;-67.76;-67.55;-67.11;-49.60
1474.780;-4.28;-67.81;-67.59;-67.15;-49.68
1474.790;-4.30;-67.79;-67.58;-67.14;-49.67
1474.800;-4.30;-67.79;-67.58;-67.14;-49.64
1474.810;-4.27;-67.82;-67.61;-67.17;-49.70
1474.820;-4.30;-67.79;-67.58;-67.13;-49.61
1474.830;-4.30;-67.79;-67.57;-67.13;-49.74
1474.840;-4.30;-67.79;-67.57;-67.13;-49.66
1474.850;-4.35;-67.74;-67.52;-67.08;-49.72
1474.860;-4.32;-67.77;-67.55;-67.11;-49.76
1474.870;-4.35;-67.73;-67.52;-67.08;-49.66
1474.880;-4.37;-67.72;-67.50;-67.06;-49.65
1474.890;-4.32;-67.77;-67.56;-67.12;-49.76
1474.900;-4.32;-67.76;-67.55;-67.11;-49.66
1474.910;-4.30;-67.78;-67.57;-67.13;-49.65
1474.920;-4.30;-67.78;-67.57;-67.13;-49.71
1474.930;-4.31;-67.77;-67.56;-67.12;-49.72
1474.940;-4.30;-67.78;-67.57;-67.13;-49.69
1474.950;-4.30;-67.78;-67.57;-67.13;-49.67
1474.960;-4.37;-67.71;-67.50;-67.06;-49.65
1474.970;-4.38;-67.70;-67.49;-67.05;-49.69
1474.980;-4.37;-67.71;-67.50;-67.06;-49.67
1474.990;-4.40;-67.68;-67.47;-67.03;-49.57
1475.000;-4.35;-67.73;-67.52;-67.08;-49.58
1475.010;-4.34;-67.74;-67.53;-67.09;-49.62
1475.020;-4.33;-67.75;-67.53;-67.09;-49.60
1475.030;-4.32;-67.76;-67.55;-67.11;-49.58
1475.040;-4.32;-67.76;-67.54;-67.10;-49.56
1475.050;-4.30;-67.78;-67.57;-67.13;-49.59
1475.060;-4.31;-67.77;-67.56;-67.11;-49.58
1475.070;-4.35;-67.73;-67.51;-67.07;-49.58
1475.080;-4.32;-67.76;-67.55;-67.11;-49.55
1475.090;-4.32;-67.76;-67.55;-67.11;-49.52
1475.100;-4.31;-67.77;-67.56;-67.12;-49.54
1475.110;-4.30;-67.78;-67.57;-67.13;-49.51
1475.120;-4.30;-67.78;-67.57;-67.13;-49.49
1475.130;-4.28;-67.80;-67.59;-67.15;-49.44
1475.140;-4.25;-67.83;-67.61;-67.17;-49.36
1475.150;-4.24;-67.83;-67.62;-67.18;-49.35
1475.160;-4.18;-67.90;-67.69;-67.25;-49.34
1475.170;-4.22;-67.86;-67.65;-67.21;-49.32
1475.180;-4.20;-67.88;-67.66;-67.22;-49.33
1475.190;-4.19;-67.89;-67.67;-67.23;-49.32
1475.200;-4.21;-67.86;-67.65;-67.21;-49.31
1475.210;-4.20;-67.88;-67.67;-67.23;-49.32
1475.220;-4.16;-67.92;-67.71;-67.27;-49.37
1475.230;-4.15;-67.92;-67.71;-67.27;-49.38
1475.240;-4.15;-67.93;-67.72;-67.28;-49.29
1475.250;-4.14;-67.94;-67.73;-67.29;-49.28
1475.260;-4.10;-67.97;-67.76;-67.32;-49.31
1475.270;-4.09;-67.99;-67.77;-67.33;-49.37
1475.280;-4.11;-67.96;-67.75;-67.31;-49.27
1475.290;-4.09;-67.99;-67.78;-67.34;-49.31
1475.300;-4.08;-67.99;-67.78;-67.34;-49.49
1475.310;-4.08;-67.99;-67.78;-67.34;-49.41
1475.320;-4.07;-68.01;-67.79;-67.36;-49.44
1475.330;-4.08;-67.99;-67.78;-67.34;-49.43
1475.340;-4.06;-68.01;-67.80;-67.36;-49.52
1475.350;-4.06;-68.01;-67.80;-67.36;-49.59
1475.360;-4.08;-67.99;-67.78;-67.34;-49.60
1475.370;-4.11;-67.96;-67.75;-67.31;-49.53
1475.380;-4.16;-67.91;-67.70;-67.26;-49.48
1475.390;-4.19;-67.89;-67.68;-67.24;-49.60
1475.400;-4.18;-67.90;-67.69;-67.25;-49.69
1475.410;-4.21;-67.86;-67.65;-67.21;-49.66
1475.420;-4.21;-67.86;-67.65;-67.21;-49.72
1475.430;-4.23;-67.85;-67.64;-67.20;-49.77
1475.440;-4.23;-67.84;-67.63;-67.19;-49.69
1475.450;-4.23;-67.85;-67.63;-67.20;-49.77
1475.460;-4.23;-67.85;-67.63;-67.20;-49.76
1475.470;-4.26;-67.81;-67.60;-67.17;-49.85
1475.480;-4.28;-67.80;-67.59;-67.15;-49.84
1475.490;-4.28;-67.79;-67.58;-67.14;-49.83
1475.500;-4.30;-67.78;-67.56;-67.13;-49.81
1475.510;-4.28;-67.79;-67.58;-67.14;-49.85
1475.520;-4.30;-67.78;-67.56;-67.13;-49.81
1475.530;-4.30;-67.78;-67.56;-67.13;-49.88
1475.540;-4.30;-67.77;-67.56;-67.13;-49.90
1475.550;-4.30;-67.78;-67.56;-67.13;-49.90
1475.560;-4.31;-67.77;-67.56;-67.12;-49.83
1475.570;-4.33;-67.74;-67.53;-67.10;-49.81
1475.580;-4.37;-67.71;-67.49;-67.06;-49.91
1475.590;-4.37;-67.71;-67.49;-67.06;-49.89
1475.600;-4.35;-67.72;-67.51;-67.08;-50.07
1475.610;-4.31;-67.76;-67.55;-67.12;-49.98
1475.620;-4.35;-67.72;-67.51;-67.08;-50.09
1475.630;-4.35;-67.73;-67.51;-67.08;-50.06
1475.640;-4.29;-67.79;-67.58;-67.15;-50.06
1475.650;-4.33;-67.74;-67.53;-67.10;-50.10
1475.660;-4.29;-67.79;-67.58;-67.15;-50.06
1475.670;-4.30;-67.78;-67.56;-67.14;-50.21
1475.680;-4.35;-67.73;-67.52;-67.09;-50.11
1475.690;-4.35;-67.72;-67.51;-67.08;-50.12
1475.700;-4.37;-67.71;-67.49;-67.06;-50.05
1475.710;-4.35;-67.72;-67.51;-67.08;-50.20
1475.720;-4.36;-67.72;-67.51;-67.08;-50.20
1475.730;-4.32;-67.75;-67.54;-67.11;-50.21
1475.740;-4.30;-67.78;-67.56;-67.14;-50.25
1475.750;-4.27;-67.80;-67.59;-67.16;-50.37
1475.760;-4.30;-67.78;-67.56;-67.14;-50.37
1475.770;-4.30;-67.78;-67.56;-67.14;-50.34
1475.780;-4.31;-67.77;-67.55;-67.13;-50.28
1475.790;-4.34;-67.74;-67.52;-67.10;-50.39
1475.800;-4.31;-67.76;-67.55;-67.13;-50.41
1475.810;-4.32;-67.76;-67.55;-67.12;-50.42
1475.820;-4.30;-67.78;-67.56;-67.14;-50.44
1475.830;-4.28;-67.79;-67.58;-67.15;-50.50
1475.840;-4.27;-67.81;-67.60;-67.17;-50.54
1475.850;-4.24;-67.83;-67.62;-67.20;-50.48
1475.860;-4.23;-67.84;-67.63;-67.20;-50.49
1475.870;-4.20;-67.87;-67.66;-67.23;-50.50
1475.880;-4.21;-67.87;-67.66;-67.23;-50.63
1475.890;-4.20;-67.87;-67.66;-67.24;-50.55
1475.900;-4.19;-67.88;-67.67;-67.25;-50.59
1475.910;-4.20;-67.87;-67.66;-67.23;-50.55
1475.920;-4.15;-67.92;-67.71;-67.28;-50.70
1475.930;-4.15;-67.93;-67.72;-67.29;-50.69
1475.940;-4.15;-67.92;-67.71;-67.29;-50.62
1475.950;-4.15;-67.92;-67.71;-67.29;-50.55
1475.960;-4.12;-67.95;-67.74;-67.32;-50.68
1475.970;-4.11;-67.96;-67.75;-67.33;-50.64
1475.980;-4.08;-67.99;-67.78;-67.35;-50.78
1475.990;-4.10;-67.97;-67.76;-67.34;-50.58
1476.000;-4.10;-67.97;-67.76;-67.34;-50.68
1476.010;-4.13;-67.95;-67.73;-67.31;-50.56
1476.020;-4.10;-67.97;-67.76;-67.33;-50.53
1476.030;-4.12;-67.96;-67.75;-67.32;-50.59
1476.040;-4.08;-67.99;-67.78;-67.36;-50.58
1476.050;-4.08;-67.99;-67.78;-67.36;-50.53
1476.060;-4.08;-67.99;-67.78;-67.35;-50.55
1476.070;-4.10;-67.97;-67.76;-67.34;-50.64
1476.080;-4.12;-67.96;-67.74;-67.32;-50.60
1476.090;-4.11;-67.97;-67.75;-67.33;-50.65
1476.100;-4.15;-67.92;-67.71;-67.28;-50.61
1476.110;-4.15;-67.92;-67.71;-67.28;-50.54
1476.120;-4.15;-67.92;-67.71;-67.28;-50.56
1476.130;-4.20;-67.87;-67.66;-67.23;-50.60
1476.140;-4.19;-67.89;-67.67;-67.25;-50.71
1476.150;-4.21;-67.87;-67.66;-67.23;-50.67
1476.160;-4.20;-67.87;-67.66;-67.23;-50.82
1476.170;-4.20;-67.88;-67.66;-67.24;-50.69
1476.180;-4.23;-67.85;-67.64;-67.21;-50.70
1476.190;-4.26;-67.81;-67.60;-67.17;-50.70
1476.200;-4.26;-67.81;-67.60;-67.17;-50.78
1476.210;-4.28;-67.80;-67.58;-67.16;-50.74
1476.220;-4.29;-67.78;-67.57;-67.14;-50.77
1476.230;-4.29;-67.79;-67.57;-67.15;-50.86
1476.240;-4.28;-67.79;-67.58;-67.15;-50.87
1476.250;-4.28;-67.79;-67.58;-67.15;-50.87
1476.260;-4.28;-67.79;-67.58;-67.15;-50.94
1476.270;-4.29;-67.79;-67.57;-67.15;-50.89
1476.280;-4.31;-67.77;-67.55;-67.13;-50.94
1476.290;-4.30;-67.77;-67.56;-67.13;-50.74
1476.300;-4.36;-67.72;-67.50;-67.07;-50.94
1476.310;-4.37;-67.71;-67.49;-67.06;-50.90
1476.320;-4.34;-67.74;-67.52;-67.09;-50.97
1476.330;-4.37;-67.71;-67.49;-67.07;-51.01
1476.340;-4.33;-67.74;-67.52;-67.10;-51.07
1476.350;-4.32;-67.75;-67.54;-67.11;-51.17
1476.360;-4.37;-67.71;-67.49;-67.07;-51.05
1476.370;-4.32;-67.75;-67.54;-67.11;-51.17
1476.380;-4.30;-67.77;-67.55;-67.13;-51.14
1476.390;-4.31;-67.77;-67.55;-67.12;-51.18
1476.400;-4.33;-67.75;-67.53;-67.10;-51.14
1476.410;-4.33;-67.75;-67.53;-67.10;-51.18
1476.420;-4.37;-67.71;-67.49;-67.06;-51.20
1476.430;-4.39;-67.69;-67.47;-67.04;-51.22
1476.440;-4.32;-67.76;-67.54;-67.11;-51.19
1476.450;-4.35;-67.73;-67.51;-67.08;-51.25
1476.460;-4.33;-67.74;-67.53;-67.09;-51.23
1476.470;-4.28;-67.79;-67.58;-67.15;-51.25
1476.480;-4.27;-67.81;-67.59;-67.16;-51.32
1476.490;-4.25;-67.82;-67.61;-67.18;-51.32
1476.500;-4.30;-67.78;-67.56;-67.13;-51.29
1476.510;-4.31;-67.77;-67.55;-67.12;-51.36
1476.520;-4.32;-67.75;-67.54;-67.11;-51.32
1476.530;-4.31;-67.77;-67.55;-67.12;-51.35
1476.540;-4.28;-67.79;-67.57;-67.14;-51.31
1476.550;-4.24;-67.84;-67.62;-67.19;-51.24
1476.560;-4.21;-67.86;-67.64;-67.21;-51.33
1476.570;-4.23;-67.85;-67.63;-67.20;-51.24
1476.580;-4.19;-67.89;-67.67;-67.24;-51.32
1476.590;-4.19;-67.88;-67.66;-67.23;-51.34
1476.600;-4.19;-67.89;-67.67;-67.24;-51.38
1476.610;-4.16;-67.91;-67.69;-67.26;-51.34
1476.620;-4.18;-67.89;-67.67;-67.24;-51.30
1476.630;-4.19;-67.88;-67.66;-67.23;-51.24
1476.640;-4.19;-67.89;-67.67;-67.23;-51.24
1476.650;-4.18;-67.90;-67.68;-67.24;-51.27
1476.660;-4.18;-67.90;-67.68;-67.25;-51.33
1476.670;-4.16;-67.92;-67.70;-67.26;-51.36
1476.680;-4.15;-67.92;-67.70;-67.27;-51.41
1476.690;-4.15;-67.93;-67.71;-67.28;-51.36
1476.700;-4.12;-67.95;-67.73;-67.30;-51.34
1476.710;-4.16;-67.92;-67.70;-67.27;-51.31
1476.720;-4.17;-67.91;-67.69;-67.26;-51.43
1476.730;-4.15;-67.92;-67.70;-67.27;-51.45
1476.740;-4.19;-67.89;-67.67;-67.24;-51.45
1476.750;-4.15;-67.92;-67.70;-67.27;-51.39
1476.760;-4.15;-67.92;-67.70;-67.27;-51.44
1476.770;-4.15;-67.92;-67.70;-67.27;-51.37
1476.780;-4.10;-67.97;-67.75;-67.32;-51.56
1476.790;-4.14;-67.94;-67.72;-67.29;-51.47
1476.800;-4.14;-67.94;-67.72;-67.29;-51.42
1476.810;-4.12;-67.95;-67.74;-67.30;-51.31
1476.820;-4.15;-67.92;-67.70;-67.27;-51.35
1476.830;-4.15;-67.92;-67.70;-67.27;-51.37
1476.840;-4.15;-67.92;-67.70;-67.27;-51.37
1476.850;-4.19;-67.88;-67.67;-67.23;-51.39
1476.860;-4.19;-67.88;-67.67;-67.24;-51.35
1476.870;-4.20;-67.87;-67.66;-67.23;-51.26
1476.880;-4.19;-67.88;-67.67;-67.23;-51.10
1476.890;-4.19;-67.88;-67.66;-67.23;-51.26
1476.900;-4.21;-67.86;-67.65;-67.21;-51.23
1476.910;-4.22;-67.85;-67.64;-67.20;-51.16
1476.920;-4.23;-67.84;-67.63;-67.19;-51.05
1476.930;-4.26;-67.81;-67.60;-67.16;-51.03
1476.940;-4.27;-67.79;-67.58;-67.15;-50.96
1476.950;-4.26;-67.81;-67.60;-67.16;-50.98
1476.960;-4.28;-67.78;-67.58;-67.14;-50.92
1476.970;-4.26;-67.80;-67.60;-67.16;-50.92
1476.980;-4.26;-67.80;-67.59;-67.16;-50.89
1476.990;-4.28;-67.79;-67.58;-67.14;-50.77
1477.000;-4.29;-67.78;-67.57;-67.14;-50.80
1477.010;-4.28;-67.78;-67.57;-67.14;-50.76
1477.020;-4.28;-67.79;-67.58;-67.14;-50.64
1477.030;-4.33;-67.74;-67.53;-67.10;-50.69
1477.040;-4.32;-67.75;-67.54;-67.10;-50.73
1477.050;-4.31;-67.75;-67.55;-67.11;-50.68
1477.060;-4.28;-67.78;-67.57;-67.14;-50.63
1477.070;-4.29;-67.77;-67.57;-67.13;-50.56
1477.080;-4.33;-67.74;-67.53;-67.10;-50.57
1477.090;-4.30;-67.77;-67.56;-67.12;-50.46
1477.100;-4.29;-67.77;-67.57;-67.13;-50.48
1477.110;-4.29;-67.77;-67.57;-67.13;-50.52
1477.120;-4.30;-67.77;-67.56;-67.12;-50.53
1477.130;-4.32;-67.75;-67.54;-67.11;-50.38
1477.140;-4.32;-67.75;-67.54;-67.11;-50.47
1477.150;-4.30;-67.76;-67.56;-67.12;-50.49
1477.160;-4.30;-67.77;-67.56;-67.12;-50.48
1477.170;-4.32;-67.75;-67.54;-67.11;-50.47
1477.180;-4.27;-67.79;-67.59;-67.15;-50.48
1477.190;-4.29;-67.77;-67.57;-67.13;-50.46
1477.200;-4.22;-67.84;-67.64;-67.20;-50.61
1477.210;-4.25;-67.82;-67.62;-67.18;-50.49
1477.220;-4.28;-67.78;-67.58;-67.14;-50.49
1477.230;-4.26;-67.80;-67.60;-67.16;-50.51
1477.240;-4.27;-67.79;-67.59;-67.15;-50.55
1477.250;-4.26;-67.80;-67.60;-67.16;-50.60
1477.260;-4.24;-67.82;-67.62;-67.18;-50.68
1477.270;-4.23;-67.83;-67.63;-67.19;-50.71
1477.280;-4.24;-67.82;-67.62;-67.19;-50.74
1477.290;-4.19;-67.87;-67.67;-67.23;-50.67
1477.300;-4.19;-67.87;-67.67;-67.23;-50.83
1477.310;-4.18;-67.88;-67.68;-67.24;-50.81
1477.320;-4.20;-67.86;-67.66;-67.22;-50.83
1477.330;-4.22;-67.83;-67.64;-67.20;-50.72
1477.340;-4.23;-67.83;-67.64;-67.20;-50.73
1477.350;-4.23;-67.83;-67.64;-67.20;-50.82
1477.360;-4.21;-67.85;-67.65;-67.21;-50.88
1477.370;-4.19;-67.87;-67.67;-67.23;-50.95
1477.380;-4.19;-67.87;-67.67;-67.23;-50.85
1477.390;-4.19;-67.87;-67.67;-67.23;-50.88
1477.400;-4.16;-67.90;-67.70;-67.27;-50.99
1477.410;-4.18;-67.87;-67.68;-67.24;-50.95
1477.420;-4.16;-67.89;-67.70;-67.26;-51.02
1477.430;-4.17;-67.89;-67.69;-67.25;-51.01
1477.440;-4.19;-67.87;-67.67;-67.23;-51.10
1477.450;-4.18;-67.88;-67.68;-67.24;-51.07
1477.460;-4.18;-67.88;-67.68;-67.24;-51.12
1477.470;-4.17;-67.89;-67.69;-67.25;-51.07
1477.480;-4.18;-67.88;-67.68;-67.24;-51.12
1477.490;-4.17;-67.89;-67.69;-67.25;-51.21
1477.500;-4.15;-67.90;-67.71;-67.27;-51.17
1477.510;-4.15;-67.90;-67.71;-67.27;-51.27
1477.520;-4.15;-67.91;-67.71;-67.27;-51.31
1477.530;-4.17;-67.89;-67.69;-67.25;-51.22
1477.540;-4.19;-67.87;-67.67;-67.23;-51.24
1477.550;-4.16;-67.90;-67.70;-67.26;-51.22
1477.560;-4.18;-67.88;-67.68;-67.24;-51.25
1477.570;-4.19;-67.87;-67.67;-67.23;-51.26
1477.580;-4.17;-67.89;-67.69;-67.24;-51.31
1477.590;-4.19;-67.87;-67.67;-67.23;-51.31
1477.600;-4.17;-67.90;-67.69;-67.25;-51.38
1477.610;-4.19;-67.87;-67.67;-67.23;-51.39
1477.620;-4.17;-67.89;-67.69;-67.25;-51.39
1477.630;-4.19;-67.87;-67.67;-67.23;-51.40
1477.640;-4.22;-67.85;-67.64;-67.20;-51.41
1477.650;-4.23;-67.84;-67.63;-67.19;-51.38
1477.660;-4.23;-67.83;-67.63;-67.18;-51.46
1477.670;-4.26;-67.81;-67.60;-67.16;-51.39
1477.680;-4.24;-67.82;-67.61;-67.17;-51.54
1477.690;-4.25;-67.81;-67.61;-67.17;-51.39
1477.700;-4.26;-67.80;-67.60;-67.15;-51.40
1477.710;-4.25;-67.82;-67.61;-67.17;-51.46
1477.720;-4.26;-67.80;-67.60;-67.15;-51.44
1477.730;-4.25;-67.81;-67.60;-67.16;-51.45
1477.740;-4.27;-67.80;-67.59;-67.15;-51.39
1477.750;-4.28;-67.78;-67.58;-67.13;-51.35
1477.760;-4.30;-67.76;-67.56;-67.11;-51.54
1477.770;-4.29;-67.77;-67.57;-67.12;-51.40
1477.780;-4.30;-67.76;-67.56;-67.11;-51.46
1477.790;-4.30;-67.77;-67.56;-67.12;-51.43
1477.800;-4.29;-67.78;-67.57;-67.13;-51.53
1477.810;-4.26;-67.81;-67.60;-67.15;-51.51
1477.820;-4.26;-67.80;-67.59;-67.15;-51.57
1477.830;-4.30;-67.77;-67.56;-67.11;-51.46
1477.840;-4.27;-67.80;-67.59;-67.14;-51.51
1477.850;-4.30;-67.76;-67.55;-67.11;-51.54
1477.860;-4.31;-67.75;-67.54;-67.10;-51.48
1477.870;-4.28;-67.78;-67.57;-67.13;-51.54
1477.880;-4.29;-67.78;-67.57;-67.12;-51.57
1477.890;-4.26;-67.81;-67.59;-67.15;-51.39
1477.900;-4.28;-67.78;-67.57;-67.13;-51.57
1477.910;-4.30;-67.77;-67.56;-67.11;-51.37
1477.920;-4.25;-67.82;-67.60;-67.16;-51.42
1477.930;-4.23;-67.84;-67.62;-67.18;-51.48
1477.940;-4.25;-67.81;-67.60;-67.16;-51.46
1477.950;-4.24;-67.83;-67.61;-67.17;-51.50
1477.960;-4.30;-67.77;-67.56;-67.11;-51.48
1477.970;-4.31;-67.76;-67.54;-67.10;-51.49
1477.980;-4.28;-67.79;-67.58;-67.13;-51.46
1477.990;-4.28;-67.79;-67.58;-67.13;-51.50
1478.000;-4.23;-67.84;-67.62;-67.18;-51.45
1478.010;-4.24;-67.83;-67.62;-67.17;-51.41
1478.020;-4.25;-67.82;-67.60;-67.16;-51.32
1478.030;-4.19;-67.88;-67.66;-67.22;-51.38
1478.040;-4.22;-67.85;-67.63;-67.19;-51.37
1478.050;-4.22;-67.85;-67.63;-67.19;-51.40
1478.060;-4.23;-67.85;-67.63;-67.18;-51.27
1478.070;-4.26;-67.81;-67.59;-67.14;-51.24
1478.080;-4.25;-67.82;-67.60;-67.15;-51.24
1478.090;-4.24;-67.83;-67.61;-67.16;-51.19
1478.100;-4.23;-67.85;-67.63;-67.18;-51.04
1478.110;-4.22;-67.86;-67.64;-67.19;-51.05
1478.120;-4.21;-67.86;-67.64;-67.19;-51.04
1478.130;-4.21;-67.86;-67.64;-67.19;-51.18
1478.140;-4.24;-67.83;-67.61;-67.16;-50.93
1478.150;-4.23;-67.84;-67.62;-67.17;-51.13
1478.160;-4.23;-67.84;-67.62;-67.17;-51.03
1478.170;-4.23;-67.85;-67.63;-67.18;-51.01
1478.180;-4.24;-67.83;-67.61;-67.17;-50.96
1478.190;-4.22;-67.86;-67.64;-67.19;-50.86
1478.200;-4.22;-67.85;-67.63;-67.18;-50.88
1478.210;-4.22;-67.85;-67.63;-67.18;-50.84
1478.220;-4.21;-67.87;-67.64;-67.20;-50.84
1478.230;-4.21;-67.87;-67.64;-67.20;-50.79
1478.240;-4.17;-67.90;-67.68;-67.23;-50.80
1478.250;-4.17;-67.90;-67.68;-67.23;-50.78
1478.260;-4.18;-67.89;-67.67;-67.22;-50.72
1478.270;-4.21;-67.87;-67.64;-67.20;-50.67
1478.280;-4.21;-67.87;-67.64;-67.20;-50.65
1478.290;-4.21;-67.87;-67.64;-67.20;-50.67
1478.300;-4.21;-67.87;-67.64;-67.20;-50.68
1478.310;-4.23;-67.85;-67.62;-67.18;-50.65
1478.320;-4.18;-67.89;-67.66;-67.22;-50.69
1478.330;-4.19;-67.88;-67.66;-67.21;-50.56
1478.340;-4.19;-67.88;-67.66;-67.21;-50.58
1478.350;-4.19;-67.88;-67.66;-67.22;-50.60
1478.360;-4.21;-67.87;-67.64;-67.20;-50.59
1478.370;-4.21;-67.86;-67.64;-67.19;-50.60
1478.380;-4.21;-67.87;-67.64;-67.20;-50.55
1478.390;-4.21;-67.87;-67.64;-67.20;-50.49
1478.400;-4.19;-67.88;-67.66;-67.21;-50.48
1478.410;-4.22;-67.86;-67.63;-67.19;-50.53
1478.420;-4.18;-67.89;-67.67;-67.23;-50.58
1478.430;-4.21;-67.86;-67.64;-67.20;-50.58
1478.440;-4.23;-67.84;-67.62;-67.18;-50.55
1478.450;-4.21;-67.87;-67.64;-67.20;-50.59
1478.460;-4.23;-67.85;-67.62;-67.18;-50.57
1478.470;-4.24;-67.84;-67.61;-67.17;-50.57
1478.480;-4.24;-67.83;-67.60;-67.16;-50.68
1478.490;-4.25;-67.82;-67.60;-67.16;-50.68
1478.500;-4.27;-67.80;-67.58;-67.14;-50.62
1478.510;-4.24;-67.84;-67.61;-67.17;-50.67
1478.520;-4.26;-67.81;-67.59;-67.15;-50.66
1478.530;-4.25;-67.82;-67.60;-67.16;-50.75
1478.540;-4.24;-67.84;-67.61;-67.17;-50.74
1478.550;-4.23;-67.85;-67.62;-67.18;-50.73
1478.560;-4.23;-67.85;-67.62;-67.18;-50.84
1478.570;-4.26;-67.82;-67.59;-67.15;-50.78
1478.580;-4.28;-67.79;-67.56;-67.12;-50.79
1478.590;-4.28;-67.79;-67.57;-67.13;-50.74
1478.600;-4.28;-67.79;-67.56;-67.12;-50.77
1478.610;-4.29;-67.79;-67.56;-67.12;-50.78
1478.620;-4.23;-67.84;-67.61;-67.17;-50.80
1478.630;-4.29;-67.78;-67.55;-67.12;-50.77
1478.640;-4.27;-67.80;-67.58;-67.14;-50.78
1478.650;-4.28;-67.79;-67.57;-67.13;-50.80
1478.660;-4.23;-67.85;-67.62;-67.18;-50.71
1478.670;-4.25;-67.83;-67.60;-67.16;-50.75
1478.680;-4.30;-67.77;-67.54;-67.11;-50.68
1478.690;-4.29;-67.79;-67.56;-67.12;-50.72
1478.700;-4.28;-67.79;-67.57;-67.13;-50.77
1478.710;-4.29;-67.79;-67.56;-67.12;-50.70
1478.720;-4.27;-67.80;-67.57;-67.14;-50.70
1478.730;-4.26;-67.81;-67.58;-67.15;-50.70
1478.740;-4.26;-67.81;-67.58;-67.14;-50.68
1478.750;-4.24;-67.84;-67.61;-67.17;-50.63
1478.760;-4.23;-67.85;-67.62;-67.18;-50.59
1478.770;-4.29;-67.79;-67.56;-67.12;-50.52
1478.780;-4.25;-67.83;-67.60;-67.16;-50.62
1478.790;-4.29;-67.78;-67.55;-67.12;-50.55
1478.800;-4.28;-67.80;-67.57;-67.13;-50.56
1478.810;-4.26;-67.82;-67.59;-67.15;-50.46
1478.820;-4.26;-67.82;-67.59;-67.15;-50.42
1478.830;-4.24;-67.83;-67.60;-67.17;-50.40
1478.840;-4.23;-67.85;-67.62;-67.18;-50.38
1478.850;-4.24;-67.84;-67.61;-67.17;-50.40
1478.860;-4.23;-67.85;-67.62;-67.18;-50.36
1478.870;-4.24;-67.83;-67.60;-67.17;-50.38
1478.880;-4.28;-67.79;-67.56;-67.13;-50.41
1478.890;-4.24;-67.83;-67.60;-67.17;-50.40
1478.900;-4.27;-67.80;-67.57;-67.14;-50.50
1478.910;-4.23;-67.84;-67.61;-67.18;-50.35
1478.920;-4.27;-67.80;-67.57;-67.14;-50.34
1478.930;-4.25;-67.83;-67.60;-67.16;-50.34
1478.940;-4.17;-67.90;-67.67;-67.24;-50.40
1478.950;-4.22;-67.86;-67.63;-67.20;-50.47
1478.960;-4.20;-67.87;-67.64;-67.21;-50.36
1478.970;-4.19;-67.88;-67.65;-67.22;-50.40
1478.980;-4.20;-67.87;-67.64;-67.21;-50.35
1478.990;-4.19;-67.89;-67.66;-67.23;-50.48
1479.000;-4.20;-67.88;-67.65;-67.22;-50.34
1479.010;-4.21;-67.87;-67.64;-67.21;-50.47
1479.020;-4.19;-67.88;-67.65;-67.22;-50.39
1479.030;-4.20;-67.87;-67.65;-67.22;-50.43
1479.040;-4.18;-67.90;-67.67;-67.24;-50.40
1479.050;-4.17;-67.90;-67.67;-67.24;-50.38
1479.060;-4.18;-67.90;-67.67;-67.24;-50.43
1479.070;-4.15;-67.92;-67.69;-67.26;-50.55
1479.080;-4.15;-67.92;-67.69;-67.26;-50.49
1479.090;-4.20;-67.87;-67.65;-67.22;-50.49
1479.100;-4.18;-67.89;-67.66;-67.24;-50.42
1479.110;-4.18;-67.90;-67.67;-67.24;-50.51
1479.120;-4.17;-67.90;-67.67;-67.25;-50.53
1479.130;-4.17;-67.90;-67.67;-67.25;-50.54
1479.140;-4.17;-67.90;-67.67;-67.25;-50.56
1479.150;-4.15;-67.92;-67.69;-67.26;-50.55
1479.160;-4.18;-67.90;-67.67;-67.24;-50.52
1479.170;-4.18;-67.89;-67.66;-67.24;-50.54
1479.180;-4.17;-67.90;-67.67;-67.25;-50.62
1479.190;-4.21;-67.86;-67.64;-67.21;-50.70
1479.200;-4.18;-67.89;-67.66;-67.24;-50.66
1479.210;-4.21;-67.86;-67.64;-67.21;-50.64
1479.220;-4.21;-67.86;-67.64;-67.21;-50.65
1479.230;-4.18;-67.89;-67.67;-67.25;-50.71
1479.240;-4.20;-67.87;-67.65;-67.22;-50.79
1479.250;-4.22;-67.85;-67.62;-67.20;-50.72
