WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL
1475.570;-4.33;-67.75;-67.53;-36.21
1475.580;-4.32;-67.76;-67.55;-36.16
1475.590;-4.32;-67.76;-67.55;-36.23
1475.600;-4.34;-67.74;-67.52;-36.25
1475.610;-4.37;-67.71;-67.49;-36.22
1475.620;-4.37;-67.71;-67.49;-36.25
1475.630;-4.37;-67.71;-67.49;-36.26
1475.640;-4.37;-67.71;-67.49;-36.23
1475.650;-4.37;-67.71;-67.49;-36.27
1475.660;-4.37;-67.71;-67.49;-36.27
1475.670;-4.37;-67.71;-67.49;-36.31
1475.680;-4.37;-67.71;-67.49;-36.35
1475.690;-4.37;-67.71;-67.49;-36.41
1475.700;-4.38;-67.70;-67.48;-36.42
1475.710;-4.42;-67.66;-67.44;-36.41
1475.720;-4.43;-67.65;-67.44;-36.41
1475.730;-4.43;-67.64;-67.43;-36.46
1475.740;-4.42;-67.65;-67.44;-36.50
1475.750;-4.42;-67.65;-67.44;-36.42
1475.760;-4.44;-67.64;-67.43;-36.48
1475.770;-4.43;-67.64;-67.43;-36.57
1475.780;-4.43;-67.65;-67.44;-36.51
1475.790;-4.43;-67.64;-67.43;-36.59
1475.800;-4.42;-67.65;-67.44;-36.58
1475.810;-4.45;-67.63;-67.42;-36.60
1475.820;-4.49;-67.58;-67.37;-36.60
1475.830;-4.45;-67.63;-67.42;-36.65
1475.840;-4.47;-67.60;-67.39;-36.63
1475.850;-4.44;-67.63;-67.42;-36.63
1475.860;-4.46;-67.61;-67.40;-36.67
1475.870;-4.46;-67.62;-67.40;-36.69
1475.880;-4.44;-67.63;-67.42;-36.77
1475.890;-4.41;-67.67;-67.45;-36.74
1475.900;-4.43;-67.64;-67.43;-36.73
1475.910;-4.48;-67.59;-67.38;-36.70
1475.920;-4.48;-67.60;-67.38;-36.75
1475.930;-4.49;-67.59;-67.38;-36.81
1475.940;-4.46;-67.62;-67.40;-36.89
1475.950;-4.47;-67.60;-67.39;-36.86
1475.960;-4.45;-67.63;-67.42;-36.88
1475.970;-4.47;-67.60;-67.39;-36.89
1475.980;-4.45;-67.62;-67.41;-36.98
1475.990;-4.41;-67.67;-67.46;-36.92
1476.000;-4.45;-67.63;-67.41;-36.97
1476.010;-4.41;-67.66;-67.45;-37.03
1476.020;-4.44;-67.64;-67.43;-37.06
1476.030;-4.44;-67.63;-67.42;-37.00
1476.040;-4.43;-67.65;-67.44;-37.08
1476.050;-4.44;-67.63;-67.42;-37.10
1476.060;-4.40;-67.67;-67.46;-37.18
1476.070;-4.38;-67.69;-67.48;-37.16
1476.080;-4.38;-67.70;-67.48;-37.17
1476.090;-4.37;-67.70;-67.49;-37.19
1476.100;-4.35;-67.72;-67.51;-37.17
1476.110;-4.37;-67.71;-67.49;-37.21
1476.120;-4.37;-67.71;-67.49;-37.21
1476.130;-4.37;-67.71;-67.49;-37.28
1476.140;-4.37;-67.71;-67.49;-37.25
1476.150;-4.37;-67.71;-67.49;-37.28
1476.160;-4.39;-67.69;-67.48;-37.27
1476.170;-4.37;-67.71;-67.50;-37.31
1476.180;-4.35;-67.72;-67.51;-37.30
1476.190;-4.35;-67.72;-67.51;-37.30
1476.200;-4.32;-67.76;-67.55;-37.36
1476.210;-4.32;-67.75;-67.54;-37.42
1476.220;-4.33;-67.74;-67.53;-37.38
1476.230;-4.33;-67.74;-67.53;-37.39
1476.240;-4.37;-67.71;-67.49;-37.43
1476.250;-4.36;-67.71;-67.50;-37.41
1476.260;-4.35;-67.72;-67.51;-37.47
1476.270;-4.35;-67.73;-67.51;-37.48
1476.280;-4.33;-67.75;-67.53;-37.46
1476.290;-4.33;-67.75;-67.53;-37.57
1476.300;-4.32;-67.76;-67.54;-37.61
1476.310;-4.33;-67.75;-67.53;-37.62
1476.320;-4.32;-67.75;-67.53;-37.63
1476.330;-4.32;-67.76;-67.54;-37.69
1476.340;-4.35;-67.72;-67.51;-37.70
1476.350;-4.36;-67.72;-67.50;-37.74
1476.360;-4.37;-67.71;-67.49;-37.77
1476.370;-4.37;-67.71;-67.49;-37.73
1476.380;-4.37;-67.71;-67.49;-37.82
1476.390;-4.37;-67.71;-67.49;-37.85
1476.400;-4.37;-67.71;-67.49;-37.80
1476.410;-4.34;-67.74;-67.52;-37.84
1476.420;-4.37;-67.71;-67.49;-37.86
1476.430;-4.39;-67.69;-67.47;-37.94
1476.440;-4.37;-67.71;-67.49;-37.98
1476.450;-4.39;-67.69;-67.47;-37.99
1476.460;-4.39;-67.69;-67.47;-37.99
1476.470;-4.39;-67.69;-67.47;-38.03
1476.480;-4.40;-67.67;-67.46;-38.08
1476.490;-4.40;-67.68;-67.46;-38.07
1476.500;-4.38;-67.70;-67.48;-38.18
1476.510;-4.39;-67.69;-67.47;-38.13
1476.520;-4.38;-67.69;-67.48;-38.18
1476.530;-4.42;-67.66;-67.44;-38.21
1476.540;-4.42;-67.65;-67.44;-38.21
1476.550;-4.41;-67.66;-67.45;-38.30
1476.560;-4.44;-67.63;-67.42;-38.30
1476.570;-4.44;-67.63;-67.42;-38.35
1476.580;-4.41;-67.67;-67.45;-38.39
1476.590;-4.43;-67.64;-67.42;-38.40
1476.600;-4.41;-67.67;-67.45;-38.39
1476.610;-4.37;-67.70;-67.48;-38.49
1476.620;-4.41;-67.66;-67.45;-38.49
1476.630;-4.40;-67.67;-67.45;-38.53
1476.640;-4.43;-67.65;-67.43;-38.52
1476.650;-4.44;-67.63;-67.42;-38.49
1476.660;-4.45;-67.62;-67.40;-38.55
1476.670;-4.43;-67.64;-67.43;-38.60
1476.680;-4.44;-67.64;-67.42;-38.62
1476.690;-4.41;-67.66;-67.44;-38.62
1476.700;-4.40;-67.67;-67.45;-38.69
1476.710;-4.43;-67.65;-67.43;-38.67
1476.720;-4.39;-67.69;-67.47;-38.71
1476.730;-4.41;-67.67;-67.45;-38.77
1476.740;-4.43;-67.64;-67.43;-38.81
1476.750;-4.48;-67.60;-67.38;-38.86
1476.760;-4.44;-67.64;-67.42;-38.99
1476.770;-4.43;-67.64;-67.43;-39.03
1476.780;-4.42;-67.66;-67.44;-39.08
1476.790;-4.39;-67.68;-67.46;-39.06
1476.800;-4.41;-67.66;-67.45;-39.05
1476.810;-4.38;-67.69;-67.48;-39.09
1476.820;-4.37;-67.70;-67.49;-39.15
1476.830;-4.38;-67.69;-67.48;-39.13
1476.840;-4.36;-67.71;-67.50;-39.16
1476.850;-4.37;-67.70;-67.49;-39.20
1476.860;-4.42;-67.65;-67.44;-39.13
1476.870;-4.38;-67.69;-67.47;-39.18
1476.880;-4.38;-67.69;-67.48;-39.17
1476.890;-4.39;-67.68;-67.47;-39.05
1476.900;-4.37;-67.70;-67.49;-39.04
1476.910;-4.36;-67.71;-67.50;-38.95
1476.920;-4.35;-67.72;-67.51;-38.89
1476.930;-4.35;-67.72;-67.51;-38.98
1476.940;-4.35;-67.72;-67.51;-38.95
1476.950;-4.36;-67.70;-67.49;-38.99
1476.960;-4.37;-67.70;-67.49;-38.94
1476.970;-4.36;-67.70;-67.50;-38.97
1476.980;-4.37;-67.70;-67.49;-39.00
1476.990;-4.37;-67.70;-67.49;-39.07
1477.000;-4.36;-67.70;-67.50;-39.05
1477.010;-4.35;-67.72;-67.51;-39.23
1477.020;-4.32;-67.75;-67.54;-39.13
1477.030;-4.33;-67.73;-67.53;-39.21
1477.040;-4.33;-67.74;-67.53;-39.16
1477.050;-4.34;-67.73;-67.52;-39.18
1477.060;-4.37;-67.70;-67.49;-39.27
1477.070;-4.35;-67.71;-67.50;-39.23
1477.080;-4.34;-67.72;-67.52;-39.28
1477.090;-4.34;-67.72;-67.52;-39.35
1477.100;-4.32;-67.75;-67.54;-39.41
1477.110;-4.32;-67.74;-67.54;-39.42
1477.120;-4.33;-67.73;-67.53;-39.40
1477.130;-4.30;-67.76;-67.56;-39.52
1477.140;-4.34;-67.72;-67.52;-39.42
1477.150;-4.32;-67.74;-67.54;-39.44
1477.160;-4.33;-67.73;-67.53;-39.49
1477.170;-4.37;-67.69;-67.49;-39.62
1477.180;-4.35;-67.71;-67.51;-39.59
1477.190;-4.36;-67.70;-67.50;-39.53
1477.200;-4.37;-67.69;-67.49;-39.63
1477.210;-4.36;-67.70;-67.50;-39.83
1477.220;-4.35;-67.71;-67.51;-39.89
1477.230;-4.33;-67.73;-67.53;-39.89
1477.240;-4.37;-67.69;-67.49;-39.82
1477.250;-4.35;-67.71;-67.51;-39.93
1477.260;-4.37;-67.69;-67.49;-39.98
1477.270;-4.37;-67.69;-67.49;-39.95
1477.280;-4.41;-67.65;-67.45;-40.08
1477.290;-4.40;-67.66;-67.46;-40.06
1477.300;-4.38;-67.68;-67.48;-39.92
1477.310;-4.42;-67.64;-67.44;-40.16
1477.320;-4.36;-67.69;-67.50;-40.07
1477.330;-4.38;-67.68;-67.49;-40.06
1477.340;-4.37;-67.69;-67.49;-40.14
1477.350;-4.36;-67.70;-67.50;-40.13
1477.360;-4.39;-67.67;-67.47;-40.19
1477.370;-4.43;-67.63;-67.43;-40.35
1477.380;-4.38;-67.68;-67.48;-40.22
1477.390;-4.41;-67.64;-67.45;-40.40
1477.400;-4.42;-67.64;-67.44;-40.38
1477.410;-4.37;-67.69;-67.49;-40.26
1477.420;-4.41;-67.65;-67.45;-40.37
1477.430;-4.40;-67.66;-67.46;-40.49
1477.440;-4.38;-67.68;-67.48;-40.53
1477.450;-4.40;-67.66;-67.46;-40.53
1477.460;-4.40;-67.65;-67.46;-40.58
1477.470;-4.41;-67.65;-67.45;-40.68
1477.480;-4.51;-67.55;-67.35;-40.62
1477.490;-4.45;-67.61;-67.41;-40.69
1477.500;-4.43;-67.62;-67.43;-40.73
1477.510;-4.49;-67.57;-67.37;-40.71
1477.520;-4.38;-67.68;-67.48;-40.84
1477.530;-4.40;-67.66;-67.46;-40.83
1477.540;-4.41;-67.65;-67.45;-40.91
1477.550;-4.39;-67.67;-67.47;-40.84
1477.560;-4.41;-67.65;-67.44;-40.94
1477.570;-4.41;-67.65;-67.45;-40.93
1477.580;-4.43;-67.63;-67.43;-40.88
1477.590;-4.40;-67.66;-67.46;-41.04
1477.600;-4.45;-67.61;-67.41;-41.05
1477.610;-4.44;-67.62;-67.42;-41.13
1477.620;-4.41;-67.66;-67.45;-41.13
1477.630;-4.40;-67.66;-67.46;-41.16
1477.640;-4.40;-67.66;-67.46;-41.13
1477.650;-4.36;-67.70;-67.50;-41.18
1477.660;-4.36;-67.70;-67.50;-41.22
1477.670;-4.35;-67.72;-67.51;-41.28
1477.680;-4.37;-67.69;-67.48;-41.27
1477.690;-4.39;-67.68;-67.47;-41.32
1477.700;-4.38;-67.68;-67.48;-41.40
1477.710;-4.38;-67.68;-67.47;-41.36
1477.720;-4.37;-67.69;-67.49;-41.44
1477.730;-4.35;-67.71;-67.51;-41.47
1477.740;-4.34;-67.73;-67.52;-41.48
1477.750;-4.33;-67.74;-67.53;-41.60
1477.760;-4.30;-67.77;-67.56;-41.58
1477.770;-4.33;-67.74;-67.53;-41.64
1477.780;-4.35;-67.72;-67.51;-41.75
1477.790;-4.35;-67.71;-67.50;-41.61
1477.800;-4.36;-67.70;-67.49;-41.80
1477.810;-4.35;-67.72;-67.51;-41.84
1477.820;-4.32;-67.75;-67.54;-41.91
1477.830;-4.32;-67.75;-67.54;-41.98
1477.840;-4.30;-67.76;-67.55;-42.02
1477.850;-4.32;-67.75;-67.54;-42.03
1477.860;-4.32;-67.75;-67.54;-41.95
1477.870;-4.30;-67.77;-67.56;-42.11
1477.880;-4.31;-67.75;-67.54;-42.11
1477.890;-4.33;-67.73;-67.52;-42.05
1477.900;-4.32;-67.75;-67.54;-42.17
1477.910;-4.33;-67.73;-67.52;-42.23
1477.920;-4.33;-67.73;-67.52;-42.31
1477.930;-4.35;-67.72;-67.51;-42.32
1477.940;-4.35;-67.72;-67.50;-42.41
1477.950;-4.33;-67.73;-67.52;-42.39
1477.960;-4.32;-67.75;-67.54;-42.48
1477.970;-4.33;-67.74;-67.52;-42.48
1477.980;-4.34;-67.73;-67.51;-42.52
1477.990;-4.35;-67.72;-67.50;-42.66
1478.000;-4.37;-67.70;-67.49;-42.63
1478.010;-4.35;-67.72;-67.50;-42.83
1478.020;-4.36;-67.71;-67.49;-42.92
1478.030;-4.33;-67.74;-67.52;-42.86
1478.040;-4.35;-67.72;-67.50;-42.77
1478.050;-4.36;-67.71;-67.49;-42.85
1478.060;-4.35;-67.72;-67.50;-42.90
1478.070;-4.37;-67.70;-67.49;-43.15
1478.080;-4.38;-67.69;-67.47;-43.04
1478.090;-4.38;-67.69;-67.47;-43.18
1478.100;-4.40;-67.67;-67.45;-43.29
1478.110;-4.40;-67.67;-67.45;-43.31
1478.120;-4.39;-67.68;-67.46;-43.36
1478.130;-4.41;-67.67;-67.45;-43.46
1478.140;-4.39;-67.68;-67.46;-43.57
1478.150;-4.39;-67.68;-67.46;-43.57
1478.160;-4.40;-67.68;-67.45;-43.91
1478.170;-4.40;-67.68;-67.45;-43.84
1478.180;-4.39;-67.68;-67.46;-43.94
1478.190;-4.45;-67.62;-67.40;-43.89
1478.200;-4.46;-67.61;-67.39;-43.87
1478.210;-4.43;-67.64;-67.42;-43.92
1478.220;-4.44;-67.63;-67.41;-43.91
1478.230;-4.45;-67.62;-67.40;-43.84
1478.240;-4.43;-67.65;-67.42;-43.88
1478.250;-4.44;-67.63;-67.41;-43.80
1478.260;-4.43;-67.64;-67.42;-43.70
1478.270;-4.42;-67.65;-67.43;-43.64
1478.280;-4.41;-67.67;-67.44;-43.67
1478.290;-4.43;-67.64;-67.42;-43.48
1478.300;-4.46;-67.61;-67.39;-43.58
1478.310;-4.48;-67.59;-67.37;-43.53
1478.320;-4.44;-67.63;-67.41;-43.58
1478.330;-4.44;-67.63;-67.41;-43.53
1478.340;-4.43;-67.65;-67.42;-43.69
1478.350;-4.41;-67.66;-67.44;-43.71
1478.360;-4.43;-67.64;-67.41;-43.72
1478.370;-4.42;-67.65;-67.43;-43.66
1478.380;-4.40;-67.67;-67.45;-43.69
1478.390;-4.39;-67.68;-67.46;-43.64
1478.400;-4.42;-67.65;-67.43;-43.78
1478.410;-4.41;-67.66;-67.44;-43.80
1478.420;-4.37;-67.70;-67.47;-43.97
1478.430;-4.40;-67.68;-67.45;-44.00
1478.440;-4.37;-67.71;-67.48;-44.02
1478.450;-4.37;-67.70;-67.47;-44.09
1478.460;-4.37;-67.71;-67.48;-44.18
1478.470;-4.33;-67.75;-67.52;-44.26
1478.480;-4.32;-67.76;-67.53;-44.28
1478.490;-4.33;-67.74;-67.52;-44.50
1478.500;-4.34;-67.73;-67.51;-44.27
1478.510;-4.36;-67.71;-67.49;-44.44
1478.520;-4.36;-67.71;-67.48;-44.50
1478.530;-4.35;-67.72;-67.50;-44.55
1478.540;-4.33;-67.74;-67.51;-44.59
1478.550;-4.32;-67.75;-67.52;-44.62
1478.560;-4.32;-67.76;-67.53;-44.62
1478.570;-4.30;-67.78;-67.55;-44.69
1478.580;-4.30;-67.78;-67.55;-44.75
1478.590;-4.30;-67.78;-67.55;-44.68
1478.600;-4.30;-67.78;-67.55;-44.79
1478.610;-4.33;-67.75;-67.52;-44.75
1478.620;-4.30;-67.77;-67.54;-44.77
1478.630;-4.33;-67.74;-67.52;-44.83
1478.640;-4.32;-67.76;-67.53;-44.81
1478.650;-4.32;-67.76;-67.53;-44.82
1478.660;-4.31;-67.76;-67.54;-44.91
1478.670;-4.33;-67.74;-67.51;-44.85
1478.680;-4.35;-67.73;-67.50;-44.87
1478.690;-4.33;-67.74;-67.51;-44.95
1478.700;-4.35;-67.73;-67.50;-44.93
1478.710;-4.34;-67.73;-67.51;-45.01
1478.720;-4.36;-67.71;-67.48;-45.00
1478.730;-4.36;-67.71;-67.48;-45.01
1478.740;-4.35;-67.72;-67.49;-45.00
1478.750;-4.37;-67.71;-67.48;-45.08
1478.760;-4.36;-67.72;-67.49;-45.20
1478.770;-4.34;-67.74;-67.51;-45.23
1478.780;-4.35;-67.72;-67.49;-45.22
1478.790;-4.36;-67.72;-67.49;-45.37
1478.800;-4.36;-67.72;-67.49;-45.39
1478.810;-4.37;-67.70;-67.47;-45.46
1478.820;-4.39;-67.68;-67.45;-45.48
1478.830;-4.39;-67.68;-67.45;-45.49
1478.840;-4.41;-67.67;-67.44;-45.50
1478.850;-4.42;-67.66;-67.43;-45.50
1478.860;-4.40;-67.68;-67.45;-45.59
1478.870;-4.42;-67.66;-67.43;-45.59
1478.880;-4.41;-67.67;-67.44;-45.76
1478.890;-4.41;-67.66;-67.43;-45.69
1478.900;-4.41;-67.66;-67.43;-45.68
1478.910;-4.44;-67.64;-67.41;-45.76
1478.920;-4.45;-67.63;-67.40;-45.76
1478.930;-4.46;-67.61;-67.38;-45.76
1478.940;-4.44;-67.63;-67.40;-45.82
1478.950;-4.44;-67.63;-67.40;-45.90
1478.960;-4.43;-67.64;-67.41;-45.91
1478.970;-4.43;-67.65;-67.42;-45.91
1478.980;-4.44;-67.63;-67.40;-45.89
1478.990;-4.44;-67.64;-67.41;-45.97
1479.000;-4.43;-67.64;-67.42;-45.96
1479.010;-4.45;-67.63;-67.40;-45.98
1479.020;-4.46;-67.61;-67.39;-46.11
1479.030;-4.46;-67.61;-67.39;-46.16
1479.040;-4.45;-67.62;-67.40;-46.16
1479.050;-4.46;-67.62;-67.39;-46.18
1479.060;-4.46;-67.61;-67.39;-46.20
1479.070;-4.44;-67.63;-67.40;-46.16
1479.080;-4.44;-67.64;-67.41;-46.27
1479.090;-4.41;-67.67;-67.44;-46.30
1479.100;-4.41;-67.66;-67.43;-46.35
1479.110;-4.43;-67.64;-67.42;-46.38
1479.120;-4.44;-67.63;-67.40;-46.33
1479.130;-4.44;-67.63;-67.40;-46.37
1479.140;-4.43;-67.65;-67.42;-46.41
1479.150;-4.41;-67.67;-67.44;-46.36
1479.160;-4.39;-67.68;-67.46;-46.34
1479.170;-4.37;-67.70;-67.47;-46.45
1479.180;-4.35;-67.72;-67.50;-46.49
1479.190;-4.36;-67.71;-67.48;-46.47
1479.200;-4.34;-67.74;-67.51;-46.51
1479.210;-4.34;-67.73;-67.51;-46.62
1479.220;-4.35;-67.72;-67.49;-46.59
1479.230;-4.37;-67.70;-67.48;-46.64
1479.240;-4.36;-67.71;-67.49;-46.63
1479.250;-4.36;-67.71;-67.48;-46.72
1479.260;-4.35;-67.72;-67.49;-46.66
1479.270;-4.32;-67.75;-67.52;-46.79
1479.280;-4.35;-67.72;-67.50;-46.75
1479.290;-4.33;-67.74;-67.52;-46.88
1479.300;-4.30;-67.77;-67.55;-46.93
1479.310;-4.31;-67.76;-67.53;-46.99
1479.320;-4.32;-67.75;-67.53;-47.00
1479.330;-4.35;-67.72;-67.50;-47.06
1479.340;-4.35;-67.72;-67.49;-47.11
1479.350;-4.35;-67.72;-67.50;-47.32
1479.360;-4.35;-67.72;-67.50;-47.32
1479.370;-4.33;-67.74;-67.51;-47.60
1479.380;-4.32;-67.75;-67.52;-47.52
1479.390;-4.31;-67.75;-67.53;-47.63
1479.400;-4.30;-67.77;-67.55;-47.61
1479.410;-4.30;-67.77;-67.55;-47.65
1479.420;-4.31;-67.76;-67.54;-47.64
1479.430;-4.32;-67.75;-67.52;-47.72
1479.440;-4.35;-67.72;-67.49;-47.72
1479.450;-4.37;-67.70;-67.48;-47.79
1479.460;-4.35;-67.72;-67.49;-47.88
1479.470;-4.34;-67.73;-67.51;-47.87
1479.480;-4.35;-67.71;-67.49;-47.87
1479.490;-4.37;-67.70;-67.48;-47.91
1479.500;-4.36;-67.71;-67.49;-47.96
1479.510;-4.35;-67.72;-67.49;-48.07
1479.520;-4.37;-67.70;-67.48;-48.06
1479.530;-4.36;-67.71;-67.48;-48.03
1479.540;-4.37;-67.70;-67.48;-48.13
1479.550;-4.39;-67.68;-67.46;-48.19
1479.560;-4.39;-67.68;-67.46;-48.21
1479.570;-4.39;-67.68;-67.46;-48.21
1479.580;-4.39;-67.68;-67.46;-48.24
1479.590;-4.38;-67.69;-67.47;-48.22
1479.600;-4.39;-67.68;-67.46;-48.21
1479.610;-4.40;-67.67;-67.45;-48.26
1479.620;-4.39;-67.68;-67.45;-48.24
1479.630;-4.43;-67.64;-67.42;-48.23
1479.640;-4.43;-67.64;-67.42;-48.20
1479.650;-4.44;-67.63;-67.40;-48.21
1479.660;-4.44;-67.63;-67.40;-48.24
1479.670;-4.44;-67.63;-67.40;-48.21
1479.680;-4.44;-67.63;-67.40;-48.26
1479.690;-4.41;-67.66;-67.44;-48.28
1479.700;-4.42;-67.64;-67.42;-48.25
1479.710;-4.41;-67.66;-67.44;-48.30
1479.720;-4.41;-67.66;-67.44;-48.31
1479.730;-4.46;-67.61;-67.39;-48.41
1479.740;-4.44;-67.63;-67.40;-48.35
1479.750;-4.44;-67.63;-67.40;-48.36
1479.760;-4.46;-67.61;-67.39;-48.41
1479.770;-4.44;-67.63;-67.40;-48.29
1479.780;-4.44;-67.63;-67.40;-48.40
1479.790;-4.44;-67.63;-67.40;-48.36
1479.800;-4.41;-67.66;-67.43;-48.45
1479.810;-4.43;-67.64;-67.42;-48.46
1479.820;-4.43;-67.64;-67.41;-48.41
1479.830;-4.41;-67.66;-67.44;-48.45
1479.840;-4.45;-67.62;-67.40;-48.36
1479.850;-4.43;-67.63;-67.41;-48.39
1479.860;-4.49;-67.58;-67.36;-48.37
1479.870;-4.46;-67.61;-67.39;-48.38
1479.880;-4.44;-67.63;-67.40;-48.37
1479.890;-4.43;-67.64;-67.42;-48.36
1479.900;-4.42;-67.65;-67.42;-48.33
1479.910;-4.39;-67.68;-67.45;-48.43
1479.920;-4.39;-67.68;-67.46;-48.38
1479.930;-4.37;-67.70;-67.48;-48.40
1479.940;-4.39;-67.68;-67.46;-48.36
1479.950;-4.41;-67.66;-67.44;-48.33
1479.960;-4.41;-67.66;-67.44;-48.31
1479.970;-4.42;-67.65;-67.42;-48.32
1479.980;-4.37;-67.70;-67.47;-48.32
1479.990;-4.38;-67.69;-67.47;-48.26
1480.000;-4.37;-67.70;-67.48;-48.29
1480.010;-4.35;-67.72;-67.49;-48.33
1480.020;-4.35;-67.72;-67.50;-48.28
1480.030;-4.35;-67.72;-67.50;-48.27
1480.040;-4.35;-67.72;-67.49;-48.18
1480.050;-4.37;-67.70;-67.48;-48.21
1480.060;-4.36;-67.71;-67.48;-48.25
1480.070;-4.38;-67.69;-67.46;-48.29
1480.080;-4.37;-67.70;-67.48;-48.24
1480.090;-4.37;-67.70;-67.48;-48.16
1480.100;-4.37;-67.70;-67.48;-48.23
1480.110;-4.35;-67.72;-67.49;-48.21
1480.120;-4.35;-67.72;-67.49;-48.16
1480.130;-4.37;-67.70;-67.48;-48.17
1480.140;-4.36;-67.71;-67.49;-48.19
1480.150;-4.35;-67.72;-67.49;-48.11
1480.160;-4.38;-67.69;-67.46;-48.18
1480.170;-4.37;-67.70;-67.48;-48.13
1480.180;-4.37;-67.70;-67.48;-48.09
1480.190;-4.37;-67.70;-67.48;-48.01
1480.200;-4.36;-67.71;-67.48;-48.00
1480.210;-4.36;-67.71;-67.48;-48.00
1480.220;-4.35;-67.72;-67.49;-47.97
1480.230;-4.37;-67.70;-67.48;-47.87
1480.240;-4.37;-67.70;-67.48;-47.92
1480.250;-4.37;-67.70;-67.48;-47.95
1480.260;-4.39;-67.68;-67.45;-47.88
1480.270;-4.40;-67.67;-67.45;-47.75
1480.280;-4.40;-67.67;-67.44;-47.77
1480.290;-4.41;-67.67;-67.44;-47.83
1480.300;-4.41;-67.67;-67.44;-47.67
1480.310;-4.39;-67.68;-67.45;-47.75
1480.320;-4.42;-67.65;-67.43;-47.66
1480.330;-4.43;-67.65;-67.42;-47.56
1480.340;-4.42;-67.65;-67.43;-47.58
1480.350;-4.41;-67.66;-67.43;-47.51
1480.360;-4.44;-67.63;-67.40;-47.47
1480.370;-4.45;-67.63;-67.40;-47.45
1480.380;-4.45;-67.62;-67.40;-47.51
1480.390;-4.44;-67.63;-67.40;-47.39
1480.400;-4.44;-67.63;-67.41;-47.40
1480.410;-4.42;-67.65;-67.43;-47.31
1480.420;-4.41;-67.67;-67.44;-47.24
1480.430;-4.41;-67.67;-67.44;-47.42
1480.440;-4.40;-67.67;-67.44;-47.19
1480.450;-4.44;-67.63;-67.40;-47.14
1480.460;-4.43;-67.64;-67.42;-46.93
1480.470;-4.44;-67.63;-67.40;-46.97
1480.480;-4.45;-67.62;-67.39;-46.86
1480.490;-4.44;-67.63;-67.40;-46.96
1480.500;-4.42;-67.64;-67.42;-46.79
1480.510;-4.43;-67.64;-67.41;-46.81
1480.520;-4.42;-67.65;-67.42;-46.67
1480.530;-4.43;-67.64;-67.42;-46.75
1480.540;-4.44;-67.63;-67.41;-46.59
1480.550;-4.41;-67.66;-67.43;-46.59
1480.560;-4.46;-67.61;-67.39;-46.50
1480.570;-4.48;-67.59;-67.37;-46.50
1480.580;-4.46;-67.61;-67.39;-46.41
1480.590;-4.45;-67.62;-67.39;-46.40
1480.600;-4.44;-67.63;-67.40;-46.34
1480.610;-4.44;-67.63;-67.40;-46.48
1480.620;-4.44;-67.63;-67.40;-46.32
1480.630;-4.44;-67.63;-67.40;-46.36
1480.640;-4.43;-67.64;-67.42;-46.28
1480.650;-4.42;-67.65;-67.43;-46.21
1480.660;-4.41;-67.65;-67.43;-46.22
1480.670;-4.44;-67.62;-67.40;-46.17
1480.680;-4.42;-67.64;-67.42;-46.17
1480.690;-4.45;-67.61;-67.39;-46.06
1480.700;-4.45;-67.61;-67.39;-46.04
1480.710;-4.43;-67.64;-67.42;-46.04
1480.720;-4.44;-67.63;-67.41;-45.98
1480.730;-4.41;-67.66;-67.44;-45.98
1480.740;-4.41;-67.65;-67.43;-45.97
1480.750;-4.41;-67.66;-67.44;-45.99
1480.760;-4.44;-67.63;-67.41;-45.79
1480.770;-4.43;-67.63;-67.41;-45.84
1480.780;-4.40;-67.67;-67.45;-45.87
1480.790;-4.42;-67.64;-67.42;-45.78
1480.800;-4.43;-67.63;-67.41;-45.82
1480.810;-4.43;-67.63;-67.42;-45.75
1480.820;-4.44;-67.62;-67.40;-45.70
1480.830;-4.40;-67.66;-67.44;-45.69
1480.840;-4.39;-67.68;-67.46;-45.66
1480.850;-4.42;-67.65;-67.43;-45.56
1480.860;-4.39;-67.67;-67.45;-45.68
1480.870;-4.42;-67.64;-67.42;-45.56
1480.880;-4.42;-67.64;-67.42;-45.50
1480.890;-4.41;-67.65;-67.44;-45.42
1480.900;-4.41;-67.65;-67.44;-45.35
1480.910;-4.41;-67.65;-67.43;-45.27
1480.920;-4.39;-67.67;-67.45;-45.19
1480.930;-4.39;-67.67;-67.46;-45.29
1480.940;-4.39;-67.67;-67.45;-45.26
1480.950;-4.38;-67.68;-67.46;-45.26
1480.960;-4.37;-67.69;-67.47;-45.29
1480.970;-4.37;-67.69;-67.47;-45.25
1480.980;-4.40;-67.66;-67.45;-45.20
1480.990;-4.41;-67.65;-67.44;-45.25
1481.000;-4.39;-67.67;-67.46;-44.99
1481.010;-4.40;-67.66;-67.45;-45.03
1481.020;-4.40;-67.66;-67.44;-44.93
1481.030;-4.40;-67.66;-67.44;-44.90
1481.040;-4.40;-67.66;-67.44;-44.92
1481.050;-4.39;-67.67;-67.46;-44.95
1481.060;-4.41;-67.65;-67.43;-44.93
1481.070;-4.44;-67.62;-67.40;-44.84
1481.080;-4.42;-67.63;-67.42;-44.85
1481.090;-4.43;-67.62;-67.41;-44.81
1481.100;-4.41;-67.65;-67.43;-44.76
1481.110;-4.41;-67.65;-67.43;-44.85
1481.120;-4.44;-67.62;-67.40;-44.83
1481.130;-4.43;-67.63;-67.41;-44.78
1481.140;-4.44;-67.62;-67.40;-44.69
